Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1
0.94447,0.81705,0.27102,0.40703,0.88741,0.7416,0.11942,0.20571,0.89632,0.77825,0.12944,0.22196,0.80626,0.59118,0.035787,0.067488,0.89613,0.70131,0.19763,0.30837
0.9458,0.82807,0.27288,0.41049,0.89491,0.75771,0.12049,0.20792,0.89828,0.77539,0.1269,0.21811,0.80468,0.58963,0.034626,0.06541,0.90622,0.71909,0.19969,0.31257
0.94773,0.83248,0.27374,0.412,0.89532,0.75693,0.12029,0.20759,0.90114,0.78343,0.12825,0.22042,0.8167,0.6075,0.035813,0.067639,0.90536,0.71772,0.19914,0.31178
0.94623,0.82954,0.27297,0.41077,0.89499,0.7585,0.12064,0.20816,0.89926,0.77804,0.12749,0.21908,0.80656,0.59157,0.034789,0.065714,0.90708,0.72026,0.20008,0.31316
0.94731,0.83174,0.27336,0.41149,0.89545,0.75791,0.12061,0.20811,0.89984,0.78132,0.12821,0.22027,0.81371,0.60419,0.035709,0.067432,0.9063,0.72006,0.20005,0.31312
0.94607,0.82439,0.272,0.40904,0.89276,0.75201,0.11999,0.20695,0.89734,0.77317,0.12743,0.21879,0.80735,0.59584,0.035256,0.066573,0.90164,0.71147,0.1981,0.3099
0.94534,0.82733,0.27264,0.41013,0.89462,0.75378,0.1199,0.20689,0.8933,0.75952,0.12464,0.21414,0.79659,0.5704,0.033631,0.063517,0.90577,0.71752,0.19967,0.31241
0.94326,0.81778,0.2714,0.40754,0.88548,0.73826,0.11922,0.20529,0.89553,0.77687,0.12978,0.2224,0.80233,0.58963,0.035811,0.067521,0.89411,0.69955,0.19817,0.30885
0.94291,0.81925,0.27116,0.40745,0.89179,0.74691,0.11908,0.2054,0.89326,0.76026,0.12474,0.21432,0.78842,0.5605,0.033043,0.062407,0.90168,0.70971,0.19735,0.30882
0.94617,0.83321,0.27411,0.41251,0.89597,0.76243,0.12107,0.20896,0.8988,0.77317,0.12638,0.21724,0.80277,0.58283,0.034244,0.064687,0.90907,0.72534,0.20117,0.31498
0.94519,0.82439,0.27167,0.40867,0.89326,0.75693,0.12054,0.20796,0.89798,0.77211,0.1268,0.21782,0.79725,0.57701,0.033997,0.064211,0.90523,0.71772,0.19934,0.31202
0.94506,0.82366,0.27235,0.40935,0.89092,0.74985,0.12,0.20689,0.89818,0.77793,0.12853,0.22061,0.80916,0.59817,0.035667,0.06732,0.90075,0.70854,0.19809,0.30962
